48201	2155638
25025	1789947
42101	1484455
17031	1301719
42003	688014
13121	619097
48113	477631
36055	394344
01073	389552
27053	387596
48029	344534
47037	341023
39035	324348
39061	274486
55025	273082
41051	265510
12086	246731
53033	227179
39049	201032
22071	194010
18097	187627
36029	174122
04019	171558
47157	151024
48453	145938
13089	140726
40109	139060
54039	125568
55079	125000
26163	122003
21067	117747
37063	112560
36005	105638
08031	104958
25017	103943
24510	99460
24005	99460
29095	98792
35001	90171
45079	85027
08005	74673
21111	74325
12057	72334
26161	70143
31055	69293
06001	66121
36001	64461
13215	64086
15003	60325
12001	58581
26125	58443
24031	57291
27109	51548
23005	46926
51087	46090
34013	45816
25027	44360
33017	43486
06059	43147
21179	42237
08001	41067
18177	40425
37183	39805
45019	39273
41067	38617
36047	38272
27003	37515
36067	37146
47011	37100
37135	36767
04013	34400
13275	33775
51047	33772
44007	33123
05119	32909
17167	32385
26099	31640
29019	29430
19103	29381
08013	28640
48439	27666
17089	27357
06067	26677
28087	25632
20209	25565
29047	23805
28049	23726
01089	23277
01097	21176
41005	20862
13245	20670
09003	19817
12031	19188
36045	18923
39095	18826
42045	18735
29127	18407
42125	18262
23025	18086
17113	18046
28099	17895
47105	17885
18105	17349
47093	16864
22051	16832
22053	16832
51041	16576
39045	16560
31109	16440
13139	16235
36075	15916
29165	15766
06113	14768
12073	14573
12079	14369
20035	14345
22017	14338
19153	14195
28089	14115
48291	14085
29071	14071
24019	14047
13059	14030
51003	13885
28011	13799
18057	13783
48303	13689
39113	13634
48167	13488
50007	13275
45045	13192
34005	13143
40027	13096
18005	12821
37119	12726
09007	12554
45063	12539
25023	12530
10001	12453
26065	12124
34021	11973
27055	11865
39149	11851
01133	11848
29215	11846
05105	11845
28017	11844
37013	11840
17019	11691
34023	11676
51013	11552
36039	11262
25013	11184
55101	10973
36109	10942
08069	10936
51600	10373
51059	10373
26057	10354
08059	10302
39059	10164
18049	10103
13095	10072
53067	10053
21031	10033
41039	9941
32031	9920
17059	9916
05057	9912
37057	9746
50027	9608
41047	9554
37001	9493
12095	9064
19169	8905
54053	8745
18077	8717
18003	8716
42129	8659
42007	8630
31141	8574
34041	8572
48207	8572
50001	8497
39077	8448
19125	8419
42079	8362
24027	8340
20115	8299
17107	8074
21137	8033
13223	8008
29077	7922
33003	7906
31119	7872
18013	7806
40125	7761
06065	7750
48041	7738
17119	7710
23011	7598
05029	7554
29121	7483
42133	7482
36115	7463
36101	7437
23001	7434
26119	7398
48067	7390
47117	7384
34027	7383
16039	7373
31137	7370
22127	7370
20201	7350
42123	7340
49053	7320
39075	7303
20095	7278
26015	7275
37127	7275
05061	7273
17189	7272
13019	7267
29137	7265
42017	7226
31065	7156
50015	7150
36053	7133
54005	7118
06007	7114
20073	7104
29111	7081
49015	7066
55071	7053
46079	7045
17073	7020
37159	7019
37157	7008
39085	7008
51113	7001
13211	7000
27019	6992
38093	6966
16087	6964
29037	6963
27059	6963
51167	6949
23009	6947
01101	6930
35033	6900
01009	6899
40117	6898
54097	6898
13311	6898
09005	6862
49005	6830
20177	6702
39133	6667
21151	6637
23019	6551
54011	6516
48097	6502
39105	6450
37081	6404
31081	6332
46011	6331
36011	6304
33019	6296
49041	6270
20143	6247
37011	6243
29109	6221
19019	6218
54077	6218
20029	6206
18029	6205
27145	6196
26075	6127
19183	6118
39089	6113
31177	5994
16001	5971
51075	5958
42095	5837
18027	5833
42043	5815
54107	5798
23013	5757
21161	5749
50017	5672
40143	5670
40087	5667
06057	5647
17179	5634
48477	5634
28001	5633
51157	5633
13317	5633
01083	5618
47119	5576
38017	5498
32003	5485
01117	5480
36103	5359
39043	5355
36013	5289
42071	5288
47113	5250
29027	5244
26067	5229
38097	5221
05003	5208
18075	5207
47165	5206
31153	5098
40115	5087
27171	5030
20173	4982
53075	4977
39013	4932
31155	4815
37071	4767
48089	4758
20059	4716
55021	4682
18059	4628
19163	4565
18157	4443
54061	4316
21105	4295
35029	4278
20021	4276
30095	4276
18143	4274
37149	4273
38013	4272
18103	4223
46053	4204
39015	4119
39025	4116
41053	4080
42015	4071
55005	4022
39153	4021
54051	4005
37031	3981
17177	3976
12101	3971
46125	3932
48091	3927
35053	3918
72005	3915
26025	3886
20045	3885
19007	3879
40099	3872
54093	3872
06019	3862
48491	3845
25009	3825
39081	3770
37131	3504
25003	3441
02020	3408
42091	3389
51085	3387
29177	3384
17111	3353
48289	3350
53011	3332
27099	3323
30027	3320
23023	3319
46013	3312
29153	3278
01119	3272
26081	3265
29051	3261
36121	3252
39009	3231
29059	3204
20205	3203
45087	3195
18181	3189
40059	3185
46063	3185
56019	3185
54079	3185
21123	3185
39023	3169
17029	3088
48131	3064
12011	3013
49011	3011
21065	3001
05143	2988
48287	2985
50023	2939
01075	2909
36059	2890
30031	2855
24021	2846
47107	2830
48213	2810
01069	2717
09013	2712
41003	2700
17133	2687
36077	2685
44009	2666
06109	2663
37177	2657
28091	2657
21001	2657
54055	2657
22021	2657
33009	2650
45015	2627
28135	2615
29133	2611
36119	2610
05047	2610
04007	2572
37033	2569
21233	2567
26077	2565
01077	2556
29195	2543
35007	2540
48393	2540
29107	2538
53057	2512
13021	2507
40003	2504
21015	2467
18015	2460
31047	2423
28051	2422
26151	2404
13221	2403
41049	2403
47077	2403
38101	2401
20031	2378
48331	2375
54057	2374
25015	2367
18019	2353
28101	2292
46099	2258
27037	2247
36085	2226
48191	2225
29199	2218
17093	2213
18017	2168
05063	2148
36081	2135
53053	2135
48423	2111
48497	2100
23017	2080
36117	2060
55047	2029
55045	2029
36069	2009
24047	2005
29103	1985
72113	1976
12009	1975
34037	1925
12103	1909
54027	1906
21009	1879
17057	1871
32015	1871
42105	1871
05085	1871
08029	1871
50019	1857
37147	1856
54049	1843
23007	1838
42051	1835
30043	1825
19123	1815
16057	1812
13219	1811
21083	1811
42027	1802
55105	1798
22063	1795
01125	1782
35017	1771
51121	1768
17011	1768
21125	1759
39017	1750
56039	1747
54109	1744
13259	1737
36025	1735
36111	1734
30063	1719
21115	1678
19017	1678
29227	1669
37109	1666
49017	1643
56035	1642
29013	1641
18121	1623
31163	1617
42115	1611
48355	1601
18035	1600
55073	1577
33011	1569
21073	1530
24023	1515
41043	1507
48343	1505
05009	1504
48231	1494
17067	1487
28151	1487
01071	1481
09001	1474
21023	1465
17143	1451
20015	1442
39019	1438
48121	1434
17129	1430
22027	1409
47179	1401
48469	1400
48085	1383
05147	1379
13073	1379
39031	1362
39151	1348
36007	1345
17195	1322
23029	1312
18051	1304
41025	1303
40013	1299
37101	1283
45033	1280
19119	1277
06041	1274
45075	1268
55131	1267
21053	1260
48417	1259
29075	1259
22015	1256
06011	1252
21033	1251
29129	1250
48215	1248
18085	1240
28035	1240
47047	1220
29141	1218
34003	1208
31131	1200
20075	1199
31025	1197
31111	1196
37051	1195
48471	1182
39167	1180
42049	1167
47009	1165
41029	1136
20149	1133
01005	1131
28121	1129
13163	1128
33015	1127
28159	1126
17025	1126
19171	1124
37133	1107
13051	1100
55043	1085
18163	1080
17165	1072
31061	1066
20161	1017
34031	1011
36083	990
38015	990
38037	969
53063	959
51107	955
26005	937
21227	929
13135	920
72021	918
54081	916
17137	915
30001	912
09015	908
34029	906
01025	901
45003	901
28129	900
25021	900
06005	888
27063	874
31043	873
13035	873
21025	873
39079	873
54085	872
26049	830
42011	808
26045	808
56021	804
48309	799
33013	793
17097	792
55027	791
08101	790
56001	790
31129	781
30081	779
12127	768
12129	767
18109	754
36003	753
19157	752
01035	739
06061	730
50021	728
27047	725
10005	719
39093	707
31019	705
40119	703
37025	702
01109	696
17115	692
42069	689
21037	683
51009	681
30111	679
31053	676
17077	674
08095	673
08123	671
18147	665
50025	662
33001	662
48177	660
01015	658
55065	657
55097	657
54073	657
22085	657
28141	657
46091	656
22079	652
01121	650
48279	649
17095	644
36071	643
02110	642
17197	637
20105	637
47189	633
34007	624
47065	622
42121	618
06029	617
34039	614
39057	605
53043	597
45077	597
22055	591
35027	590
29015	586
26001	584
42117	580
53061	579
01063	576
54019	575
12033	570
41041	569
19113	566
31021	561
42029	553
16011	552
17169	551
19155	549
05071	546
27123	546
17035	544
13079	544
01103	544
53041	538
55127	536
01061	532
13103	531
08117	530
45083	530
47147	528
27015	528
21229	528
08009	528
05131	527
56041	525
31063	522
13271	519
26021	515
55055	514
49049	511
41019	509
46029	506
39141	506
39155	496
26117	495
39109	491
05089	484
29175	482
42097	480
28161	477
50011	476
24011	471
34025	471
05115	467
34035	460
26157	459
36065	453
53047	453
01131	450
41045	448
18167	444
55087	443
12115	440
42005	439
53049	437
05087	437
45021	434
23027	432
48027	431
46039	430
40093	427
20207	427
29025	421
06063	421
34001	419
04005	419
28047	418
41001	415
22073	413
13067	411
20117	408
39063	406
21149	404
48339	404
50003	401
13199	399
49001	397
51015	387
39099	386
05065	386
18043	386
47029	382
40095	382
42085	382
39037	382
54063	379
40141	377
29223	377
17183	377
16005	372
23021	372
53035	371
19065	371
19041	370
27163	370
01013	369
05069	369
48073	369
17005	369
21177	369
17125	369
17201	368
18139	368
18065	367
13037	367
20043	366
20155	364
27143	363
21039	361
41021	361
46077	361
08061	361
42055	360
39173	355
01065	351
48267	351
39097	351
21093	350
16079	347
20111	346
41071	343
25001	340
42075	339
56045	334
33005	333
28071	332
49031	332
13015	331
47145	331
21183	330
19181	326
13133	324
42107	322
36031	320
53005	314
13031	312
42063	306
45047	306
27041	305
40113	305
30047	304
16041	304
51165	304
45073	303
38105	296
36009	296
36087	294
26059	292
56033	292
32019	292
26123	288
47143	288
19187	288
53013	288
19045	285
37021	283
19069	278
27061	277
47001	276
34019	276
18001	270
39143	270
32023	269
26051	269
48373	268
17027	266
39029	265
39007	264
48479	264
35035	263
12039	263
18071	262
13113	262
31099	260
39157	259
37153	259
05097	258
51033	257
30105	256
36017	255
39003	255
06097	253
42059	253
17203	253
18089	252
24041	247
20139	247
47131	244
01081	242
35059	242
54041	242
37035	241
18151	239
29113	239
30053	238
19107	238
29169	238
29079	237
23031	236
48031	234
48349	234
05013	234
20183	234
40053	233
51065	232
37123	232
54021	232
46027	231
19127	229
29091	228
47053	228
42081	225
51775	224
05145	224
19005	221
36093	220
28067	220
22043	216
31051	216
26023	215
08045	215
20103	215
01043	212
20191	211
45037	210
27129	209
19139	209
27147	208
37009	208
20147	207
48147	207
13217	206
13083	205
21219	205
39027	204
12041	204
37103	204
18069	204
31087	204
55119	203
40049	203
01047	203
18095	201
30013	201
36043	200
45005	200
29005	199
12055	196
48209	195
36027	195
54099	195
06053	195
42073	194
23003	194
53025	193
05007	192
37019	191
12119	190
44005	189
48013	188
55077	188
18007	187
47089	186
37077	186
46083	186
12117	185
06047	185
19099	184
45091	182
55135	181
36091	179
01087	179
15001	179
29003	176
46115	175
26115	175
51031	175
05103	174
55059	174
42077	172
05111	172
21139	172
31007	172
18023	171
50009	170
26019	170
48005	167
21203	167
47043	166
20189	165
13231	165
05023	165
18087	164
12083	163
40083	163
12005	163
47103	162
13065	161
40045	161
51069	159
45041	159
31059	158
13263	157
17055	157
48403	157
19091	156
22069	156
06099	155
17079	155
54087	155
20079	154
46025	154
48351	153
13007	153
01045	153
42037	152
42093	150
19085	150
25011	150
21021	150
31169	149
36033	149
18081	147
39073	147
35037	147
54045	147
49057	147
06095	146
55051	146
29029	146
48037	145
37191	145
55139	145
46103	145
29035	144
29021	144
28069	143
28093	143
55091	140
53073	140
46051	140
36035	139
48149	139
37067	138
21103	138
25005	137
27081	137
27167	136
21011	135
54025	135
39111	135
19087	134
42021	134
21043	134
05149	133
13013	132
