0	7.000000	0.165295	2096.000000	0.000000	0.302359	0.333333	0.000555	0.000000	0.000000
1	1.000000	0.141932	0.000000	0.000000	1.122449	0.000000	0.000511	0.000000	0.000000
2	1.000000	0.571429	0.000000	0.000000	1.187500	0.000000	0.000039	0.000000	0.000000
3	4.000000	1.000000	6.000000	0.000000	0.250000	0.000000	0.000172	0.000000	0.000000
4	4.000000	0.833333	4.000000	0.000000	0.553385	0.500000	0.000101	0.000000	0.000000
5	3.000000	0.714286	0.000000	0.000000	0.820988	1.000000	0.000153	0.000000	0.000000
6	3.000000	0.270000	26.000000	0.000000	0.471944	0.333333	0.000088	0.000000	0.000000
7	5.000000	0.321429	225.000000	0.000000	0.281944	0.100000	0.000200	0.000000	0.000000
8	2.000000	1.000000	0.000000	0.000000	1.125000	1.000000	0.000056	0.000000	0.000000
9	2.000000	1.000000	0.000000	0.000000	1.125000	1.000000	0.000103	0.000000	0.000000
10	1.000000	0.666667	0.000000	0.000000	1.250000	0.000000	0.000039	0.000000	0.000000
11	2.000000	1.000000	1.000000	0.000000	0.500000	0.000000	0.000106	0.000000	0.000000
12	15.000000	0.199424	13051.000000	0.000000	0.137975	0.152381	0.000503	0.000000	0.000000
13	6.000000	0.167069	0.000000	0.000000	0.500809	1.000000	0.000568	0.000000	0.000000
14	4.000000	1.000000	3.000000	0.000000	0.583333	0.500000	0.000105	0.000000	0.000000
15	3.000000	0.800000	0.000000	0.000000	0.872685	1.000000	0.000161	0.000000	0.000000
16	2.000000	0.432432	55.000000	0.000000	0.577487	0.000000	0.000046	0.000000	0.000000
17	4.000000	0.363636	48.000000	0.000000	0.569010	0.500000	0.000197	0.000000	0.000000
18	12.000000	0.235075	62.100000	0.000000	0.272056	0.818182	0.000315	0.000000	0.000000
19	11.000000	0.234201	0.100000	0.000000	0.313238	0.981818	0.000549	0.000000	0.000000
20	7.000000	0.183140	623.000000	0.000000	0.330322	0.333333	0.000166	0.000000	0.000000
21	4.000000	0.159091	0.000000	0.000000	0.629444	1.000000	0.000220	0.000000	0.000000
22	5.000000	0.132093	4436.000000	0.000000	0.373264	0.300000	0.000142	0.000000	0.000000
23	3.000000	0.149326	4662.000000	0.000000	0.512099	0.333333	0.000206	0.000000	0.000000
24	1.000000	1.000000	0.000000	0.000000	1.000000	0.000000	0.000039	0.000000	0.000000
25	1.000000	1.000000	0.000000	0.000000	1.000000	0.000000	0.000072	0.000000	0.000000
26	1.000000	0.666667	0.000000	0.000000	1.250000	0.000000	0.000039	0.000000	0.000000
27	2.000000	1.000000	1.000000	0.000000	0.500000	0.000000	0.000106	0.000000	0.000000
28	1.000000	0.416667	0.000000	0.000000	1.222222	0.000000	0.000039	0.000000	0.000000
29	3.000000	0.625000	4.000000	0.000000	0.570988	0.333333	0.000189	0.000000	0.000000
30	4.000000	0.159091	0.000000	0.000000	0.629444	1.000000	0.000056	0.000000	0.000000
31	4.000000	0.108510	2096.000000	0.000000	0.349236	0.166667	0.000108	0.000000	0.000000
32	1.000000	0.097928	0.000000	0.000000	1.187500	0.000000	0.000131	0.000000	0.000000
33	2.000000	0.666667	3.000000	0.000000	0.555556	0.000000	0.000072	0.000000	0.000000
34	3.000000	0.800000	5.000000	0.000000	0.361111	0.000000	0.000167	0.000000	0.000000
35	2.000000	1.000000	0.000000	0.000000	1.125000	1.000000	0.000056	0.000000	0.000000
36	2.000000	1.000000	0.000000	0.000000	1.125000	1.000000	0.000103	0.000000	0.000000
37	4.000000	0.833333	0.666667	0.000000	0.705295	0.833333	0.000087	0.000000	0.000000
38	3.000000	0.625000	0.000000	0.000000	0.812500	1.000000	0.000152	0.000000	0.000000
39	1.000000	1.000000	0.000000	0.000000	1.000000	0.000000	0.000039	0.000000	0.000000
