129	73555
139	53053
136	49054
182	45793
142	31245
145	27225
135	24957
133	19758
140	19453
162	16938
137	14342
130	11480
148	11298
164	10495
160	10349
156	10287
152	10194
138	10161
157	9964
131	9452
161	7394
128	6735
158	6155
155	6022
146	5771
150	5661
163	5618
134	4719
154	4680
153	4203
144	3894
165	3815
166	3749
170	2898
179	2543
151	2523
141	2503
149	2210
177	2087
143	1660
174	1529
176	1514
132	1403
168	1334
167	942
159	888
147	780
175	724
173	700
171	624
192	607
178	426
169	419
172	317
184	227
186	145
187	126
180	117
185	107
189	76
188	66
181	61
190	54
193	50
191	17
194	10
183	5
196	1
195	1
